Name,Rating,Amount of Ratings,Short Description,Details,Ingredients,Directions,Author,Nutrition facts
Chef John's Nashville Hot Chicken,4.5,(89),"If you've never had Nashville Hot Chicken, we're talking about mouthwateringly, ultra-crispy, fiery fried chicken with a cayenne-infused glaze, and by 'glaze' I mean melted butter and lard. For the record, I've never been to Nashville, so I can't tell you how authentic this is, but it works for me. Serve chicken pieces on white bread and brush with extra sauce if you like. Serve with pickles.","

Prep Time:
20 mins


Cook Time:
16 mins


Additional Time:
 2 hrs 24 mins


Total Time:
 3 hrs


Servings:
4 

","

1  whole chicken, cut into 8 pieces

","

 Arrange chicken pieces in a large bowl.




 Whisk buttermilk, pickle brine, hot sauce, and egg together in a mixing bowl. Pour marinade over chicken and stir to ensure each piece is thoroughly coated. Cover and let chicken marinate in refrigerator 2 to 4 hours.

 





 
 Dotdash Meredith Food Studios




 Mix flour and salt together in a shallow flat dish. Remove chicken from marinade and blot with paper towels. Reserve marinade. Toss chicken in flour until thoroughly coated. Return chicken to marinade, coating all sides; remove chicken from marinade allowing excess to drip back into the bowl. Coat the chicken once again in flour mixture. Place on a rack. Repeat with all chicken pieces. Allow to sit out about 15 minutes to allow coating to dry out a bit.

 





 
 Dotdash Meredith Food Studios




 Place butter and lard in a large pot. Add cayenne pepper, brown sugar, paprika, garlic powder, kosher salt, and black pepper. Place over medium-high heat. Cook and stir until fats melt. Remove from heat; keep sauce warm.

 





 
 Dotdash Meredith Food Studios




 Fill cast iron skillet about 1/3 of the way with vegetable oil. Heat oil to 350 degrees F over medium-high heat. Carefully place chicken into hot oil, skin side down. Maintain an oil temperature of 325 degrees F, adjusting heat as need. Fry until instant read thermometer reads 160 degrees F, 8 to 10 minutes per side.




 Transfer chicken to a rack to drain. Brush with the sauce on both sides.

 





 
 Dotdash Meredith Food Studios




 Enjoy!

 





 
 DOTDASH MEREDITH FOOD STUDIOS 



","
By
 John Mitzewich
 






 

John Mitzewich




 


 

 
John Mitzewich — aka Chef John — has produced more than 1,500 cooking videos for Allrecipes. He's the actor, director, and screenwriter whose hands and voice confidently walk you through techniques.



Allrecipes' editorial guidelines


","
Nutrition Facts (per serving)



1115
Calories


66g 
Fat


75g 
Carbs


54g 
Protein



"
Juicy Roasted Chicken,4.7,"(4,171)",This roasted chicken is perfectly seasoned and just like the way my grandmother used to make it. The method used in this recipe results in the juiciest chicken! We loved to nibble on the celery after it was cooked.,"

Prep Time:
15 mins


Cook Time:
 1 hr 15 mins


Additional Time:
30 mins


Total Time:
 2 hrs


Servings:
6 

","

1 (3 pound) whole chicken, giblets removed


  salt and black pepper to taste


1 tablespoon onion powder, or to taste


½ cup butter


1 stalk celery, leaves removed

","

 Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C).

 





 
 Dotdash Meredith Food Studios




 Place chicken in a roasting pan; season generously inside and out with onion powder, salt, and pepper. Place 3 tablespoons of butter in chicken cavity; arrange dollops of remaining butter on the outside of chicken.

 





 
 Dotdash Meredith Food Studios




 Cut celery into 3 or 4 pieces; place in the chicken cavity.

 





 
 Dotdash Meredith Food Studios




 Bake chicken uncovered in the preheated oven until no longer pink at the bone and the juices run clear, about 1 hour and 15 minutes. An instant-read thermometer inserted into the thickest part of the thigh, near the bone, should read 165 degrees F (74 degrees C).

 





 
 Dotdash Meredith Food Studios




 Remove from the oven and baste with drippings. Cover with aluminum foil and allow to rest for about 30 minutes before serving.

 





 
 Dotdash Meredith Food Studios



","
Submitted by
ROBINROCKINGBIRD
","
Nutrition Facts (per serving)



423
Calories


32g 
Fat


1g 
Carbs


31g 
Protein



"
Baked Chicken Schnitzel,4.5,(302),"Chicken schnitzel is a breeze to make in the oven. Plus, this method uses less oil and has easier cleanup. The breaded chicken breasts are baked until golden and crispy on the outside, yet they're still tender and juicy on the inside. Serve schnitzels with lemon wedges and a German-style potato salad.","

Prep Time:
20 mins


Cook Time:
10 mins


Total Time:
30 mins


Servings:
6 

","

1 tablespoon olive oil, or as desired


6  chicken breasts, cut in half lengthwise (butterflied)


  salt and ground black pepper to taste


¾ cup all-purpose flour


1 tablespoon ground paprika


2 large eggs, beaten


2 cups seasoned bread crumbs


1 large lemon, zested

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Preheat the oven to 425 degrees F (220 degrees C). Line a large baking sheet with aluminum foil and drizzle olive oil over foil. Place the baking sheet in the oven as it preheats.




 Meanwhile, place chicken breasts between 2 sheets of plastic wrap on a solid, level surface. Firmly pound with the smooth side of a meat mallet to 1/4-inch thickness. Season both sides with salt and pepper.




 Mix flour and paprika together in a shallow bowl. Whisk eggs, salt, and pepper together in a second shallow bowl. Mix bread crumbs and lemon zest together in a third shallow bowl.

 





 
 Dotdash Meredith Food Studios




 Dredge one piece of chicken in flour; shake off excess. Dip into beaten egg. Lift up so excess egg drips back in the bowl. Press into bread crumbs to coat both sides. Place the breaded chicken, unstacked, onto a plate. Repeat with remaining chicken.




 Remove the baking sheet from the oven. Arrange chicken in a single layer on the hot sheet. Drizzle more olive oil over each piece.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven for 5 to 6 minutes. Flip chicken and continue baking until no longer pink in the center and the breading is lightly browned, 5 to 6 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).

 





 
 Dotdash Meredith Food Studios



","
By
Chef V
","
Nutrition Facts (per serving)



383
Calories


9g 
Fat


40g 
Carbs


33g 
Protein



"
Rotisserie Chicken,4.7,(312),"This rotisserie chicken recipe is so easy to make with simple seasonings on your grill. Occasional basting with a butter mixture ensures crispy skin and moist meat. Our family loves this! Rotisserie chicken is perfect as the main dish with French fries and coleslaw, or with any number of other sides.","

Prep Time:
10 mins


Cook Time:
 1 hr 10 mins


Additional Time:
10 mins


Total Time:
 1 hr 30 mins


Servings:
6 

","

1 (3 pound) whole chicken


1 pinch salt


¼ cup butter, melted


1 tablespoon salt


1 tablespoon ground paprika


¼ tablespoon ground black pepper

","

 Gather all ingredients. Preheat an outdoor grill for high heat and lightly oil the grate.

 





 
 Dotdash Meredith Food Studios




 Season chicken cavity with a pinch of salt. Tie legs together with kitchen string; then tie wings to the bird. Secure chicken on a rotisserie attachment.

 





 
 Dotdash Meredith Food Studios




 Place rotisserie over the preheated grill and cook for 10 minutes.

 





 
 Dotdash Meredith Food Studios




 Meanwhile, quickly mix together butter, 1 tablespoon of salt, paprika, and pepper. Turn the grill down to medium and baste chicken with butter mixture.

 





 
 Dotdash Meredith Food Studios




 Close the lid and cook over medium heat, basting occasionally, until chicken is cooked through and the internal temperature reaches 180 degrees F (83 degrees C), 1 to 1 1/2 hours.

 





 
 Dotdash Meredith Food Studios




 Remove chicken from the rotisserie and let rest for 10 to 15 minutes before carving.

 





 
 Dotdash Meredith Food Studios



","
Submitted by
Nicole Baloh Korte
","
Nutrition Facts (per serving)



357
Calories


25g 
Fat


1g 
Carbs


31g 
Protein



"
Quick and Easy Chicken Noodle Soup,4.8,"(3,564)","A chicken noodle soup recipe that's a very easy, very good substitute for when you don't have time to make your soup totally from scratch.","

Prep Time:
10 mins


Cook Time:
30 mins


Total Time:
40 mins


Servings:
6 

","

1 tablespoon butter


½ cup chopped onion


½ cup chopped celery


4 (14.5 ounce) cans chicken broth


1 (14.5 ounce) can vegetable broth


½ pound chopped cooked chicken breast


1 ½ cups egg noodles


1 cup sliced carrots


½ teaspoon dried basil


½ teaspoon dried oregano


  salt and ground black pepper to taste

","

 Melt butter in a large pot over medium heat. Add onion and celery and cook until just tender, about 5 minutes.




 Add chicken broth, vegetable broth, chicken, egg noodles, carrots, basil, oregano, salt, and pepper. Stir to combine and bring to a boil.




 Reduce heat and simmer for 20 minutes.

 





 
 Allrecipes



","
Submitted by
marymerharhotmailcom
","
Nutrition Facts (per serving)



162
Calories


6g 
Fat


12g 
Carbs


13g 
Protein



"
General Tso's Chicken,4.8,"(1,445)","General Tso's chicken is crispy, twice-fried chicken in a deliciously sweet and sticky glaze. This mouthwatering dish delivers a combination of Asian flavors that will knock your chopsticks off! Serve with steamed broccoli and white rice and garnish with sliced green onions.","

Prep Time:
25 mins


Cook Time:
25 mins


Total Time:
50 mins


Servings:
6 

","

4 cups vegetable oil for frying


1 large egg


1 ½ pounds skinless, boneless chicken thighs, cut into 1 1/2-inch pieces


1 teaspoon salt


1 teaspoon white sugar


1 pinch white pepper


1 cup cornstarch

","

 Heat vegetable oil in a deep fryer or large saucepan to 375 degrees F (190 degrees C).




 Whisk egg in large mixing bowl. Add chicken, salt, sugar, and pepper; mix well. Mix in cornstarch, a little bit at a time, until chicken is well coated.

 





 
 Dotdash Meredith Food Studios




 Working in batches, carefully drop one piece of chicken at a time into the hot oil. Fry until chicken turns golden brown and begins to float, about 3 minutes. Remove chicken to a plate and allow to cool as you fry the next batch.

 





 
 Dotdash Meredith Food Studios




 Once all of the chicken has been fried, refry the chicken, starting with the batch that was cooked first. Fry each batch until chicken turns deep golden brown, about 2 minutes more. Drain on a paper towel-lined plate.




 Prepare sauce: Heat vegetable oil in a wok or large skillet over high heat. Stir in green onion, garlic, whole chiles, and orange zest. Cook and stir until garlic turns golden and chiles brighten, 1 to 2 minutes.

 





 
 Dotdash Meredith Food Studios




 Add sugar, soy sauce, chicken broth, peanut oil, rice vinegar, sesame oil, and ginger; bring to a boil and cook for 3 minutes. Whisk 2 teaspoons of cornstarch in water until dissolved. Stir into the boiling sauce. Return to a boil and cook until the sauce thickens and is no longer cloudy from the cornstarch, about 1 minute.

 





 
 Dotdash Meredith Food Studios




 Stir chicken into the boiling sauce. Reduce heat to low and cook until chicken is heated through and has absorbed some of the sauce, about 3 minutes.

 





 
 DOTDASH MEREDITH FOOD STUDIOS 



","
Submitted by
ChefDaddy
","
Nutrition Facts (per serving)



634
Calories


37g 
Fat


55g 
Carbs


24g 
Protein



"
Baked Teriyaki Chicken,4.7,"(7,831)",This teriyaki chicken recipe uses a homemade teriyaki sauce to glaze chicken thighs that are baked in the oven for the most delicious sticky chicken. This is a much-requested recipe in our house! Easy to double for a large group.,"

Prep Time:
10 mins


Cook Time:
55 mins


Total Time:
 1 hr 5 mins


Servings:
6 

","

½ cup white sugar


½ cup soy sauce


¼ cup cider vinegar


1 tablespoon cornstarch


1 tablespoon cold water


1 clove garlic, minced


½ teaspoon ground ginger


¼ teaspoon ground black pepper


12  boneless, skinless chicken thighs

","

 Preheat the oven to 425 degrees F (220 degrees C). Lightly grease a 9x13-inch baking dish.




 Combine sugar, soy sauce, cider vinegar, cornstarch, cold water, garlic, ginger, and pepper in a small saucepan over low heat. Simmer, stirring frequently, until teriyaki sauce thickens and bubbles, 3 to 5 minutes. Remove from the heat.

 





 
 Dotdash Meredith Food Studios




 Place chicken thighs in the prepared baking dish. Brush both sides of each thigh with the sauce. Reserve any extra sauce for basting.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven for 30 minutes.




 Flip chicken and brush with sauce. Continue to bake, basting with remaining sauce every 10 minutes, until no longer pink and juices run clear, 20 to 30 more minutes.




 Serve hot and enjoy!

 





 
 DOTDASH MEREDITH FOOD STUDIOS 



","
By
Allrecipes Member
","
Nutrition Facts (per serving)



272
Calories


10g 
Fat


20g 
Carbs


25g 
Protein



"
Buffalo Chicken Dip,4.8,"(5,105)","This tangy, creamy Buffalo chicken dip tastes just like Buffalo chicken wings! Perfect for parties and game day, this chicken dip is best served hot with crackers and celery sticks. Everyone loves the results!","

Prep Time:
15 mins


Cook Time:
40 mins


Total Time:
55 mins


Servings:
20 


Yield:
5 cups

","

2 (10 ounce) cans chunk chicken, drained


¾ cup hot pepper sauce (such as Frank's RedHot)


2 (8 ounce) packages cream cheese, softened


1 cup ranch dressing


1 ½ cups shredded Cheddar cheese


1 bunch celery, cut into 4-inch pieces


1 (8 ounce) box chicken-flavored crackers

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Heat chicken and hot pepper sauce in a skillet over medium heat until heated through, 3 to 5 minutes. Stir in cream cheese and ranch dressing. Cook and stir until well blended and warm, 3 to 5 minutes.

 





 
 Dotdash Meredith Food Studios




 Mix in 1/2 of the Cheddar cheese, and transfer the mixture to a slow cooker. Sprinkle the remaining cheese over top.

 





 
 Dotdash Meredith Food Studios




 Cover and cook on Low until dip is hot and bubbly, about 35 minutes.

 





 
 Dotdash Meredith Food Studios




 Serve with celery sticks and crackers.

 





 
 Dotdash Meredith Food Studios



","
Submitted by
NUNPUNCH
","
Nutrition Facts (per serving)



284
Calories


23g 
Fat


9g 
Carbs


11g 
Protein



"
Chicken Cordon Bleu,4.6,"(2,715)",This entree is easy and delicious! It's one of my husband's favorites! Try to use the largest chicken breasts you can find so you'll be able to roll them easier.,"

Prep Time:
10 mins


Cook Time:
35 mins


Total Time:
45 mins


Servings:
4 


Yield:
4 servings

","

  nonstick cooking spray


4  skinless, boneless chicken breast halves


¼ teaspoon salt


⅛ teaspoon ground black pepper


6 slices Swiss cheese


4 slices cooked ham


½ cup seasoned bread crumbs

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Preheat oven to 350 degrees F (175 degrees C). Coat a 7x11-inch baking dish with nonstick cooking spray.




 Pound chicken breasts to 1/4 inch thickness.

 





 
 Dotdash Meredith Food Studios




 Sprinkle each piece of chicken on both sides with salt and pepper. Place 1 Swiss cheese slice and 1 ham slice on top of each breast.

 





 
 Dotdash Meredith Food Studios




 Roll up each breast and secure with toothpicks.

 





 
 Dotdash Meredith Food Studios

 





 
 Dotdash Meredith Food Studios




 Place in the prepared baking dish and sprinkle chicken evenly with bread crumbs.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven until chicken is no longer pink, 30 to 35 minutes.

 





 
 Dotdash Meredith Food Studios




 Remove from the oven, and place 1/2 Swiss cheese slice on top of each breast.

 





 
 Dotdash Meredith Food Studios




 Return to the oven until cheese has melted, 3 to 5 minutes. Remove toothpicks and serve immediately.

 





 
 DOTDASH MEREDITH FOOD STUDIOS 



","
Submitted by
Jill M
","
Nutrition Facts (per serving)



419
Calories


19g 
Fat


13g 
Carbs


46g 
Protein



"
Southern Fried Chicken,4.7,(304),This Southern fried chicken recipe is originally from Alabama and has been passed down for generations. ,"

Prep Time:
15 mins


Cook Time:
20 mins


Additional Time:
45 mins


Total Time:
 1 hr 20 mins


Servings:
4 

","

1 cup all-purpose flour


2 teaspoons paprika


 1 teaspoon salt


 1 teaspoon ground black pepper


1 teaspoon garlic powder


1 teaspoon onion powder


1/2 teaspoon cayenne pepper (Optional)


1 (3 pound) whole chicken, cut into pieces


vegetable oil for frying

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Combine flour, paprika, salt, pepper, garlic powder, onion powder, and cayenne in a large resealable plastic bag. Add chicken pieces to the bag and toss to coat.

 





 
 Dotdash Meredith Food Studios




 Place floured chicken pieces on a wire rack set over a baking sheet, reserving remaining flour in bag. Chill chicken in the refrigerator 45 minutes or until flour looks pasty.




 Meanwhile, add 1 ½ inches of oil to a deep fryer or 5-quart heavy pot. Heat oil to 375 degrees F (190 degrees C).

 





 
 Dotdash Meredith Food Studios




 Place chicken pieces back into the bag of flour and toss once more to coat. This will help the coating cling nicely to the chicken pieces for crispier results. Preheat the oven to 200 degrees F (93 degrees C).




 Lower chicken pieces, 2 to 3 pieces at a time, carefully into the hot oil. Fry until golden, turning once, about 8 to 12 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).

 





 
 Dotdash Meredith Food Studios




 Transfer to a paper towel-lined plate to drain. Keep fried chicken warm in preheated oven while you fry remaining chicken.

 





 
 Dotdash Meredith Food Studios




 Serve hot and enjoy!

 





 
 Dotdash Meredith Food Studios



","
Submitted by
Cindy Garrick
","
Nutrition Facts (per serving)



491
Calories


32g 
Fat


16g 
Carbs


33g 
Protein



"
Chef John's Buttermilk Fried Chicken,4.5,(496),"Buttermilk fried chicken that's incredibly tender, thanks to tangy buttermilk. After the buttermilk soak, dredge the chicken pieces in seasoned flour and fry them in hot oil until crisp and golden.","

Prep Time:
15 mins


Cook Time:
25 mins


Additional Time:
 6 hrs 10 mins


Total Time:
 6 hrs 50 mins


Servings:
4 


Yield:
8 pieces

","

1 (3 1/2) pound chicken, cut into 8 pieces


1 teaspoon black pepper


1 teaspoon salt


1 teaspoon paprika


½ teaspoon white pepper


¼ teaspoon dried rosemary


¼ teaspoon ground thyme


¼ teaspoon dried oregano


¼ teaspoon dried sage


¼ teaspoon cayenne pepper


2 cups buttermilk

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Toss chicken pieces, black pepper, salt, paprika, white pepper, rosemary, thyme, oregano, sage, and cayenne together in a large bowl.

 





 
 Dotdash Meredith Food Studios




 Stir in buttermilk until chicken is evenly coated. Cover and refrigerate for 6 hours.

 





 
 Dotdash Meredith Food Studios




 Combine flour, salt, paprika, cayenne, garlic powder, white pepper, and onion powder in a large shallow dish.

 





 
 Dotdash Meredith Food Studios




 Remove chicken from buttermilk and dredge each piece in seasoned flour; shake off any excess and transfer to a plate.

 





 
 Dotdash Meredith Food Studios




 Heat peanut oil in a large Dutch oven to 350 degrees F (175 degrees C).




 Add chicken pieces to the hot oil and fry for 10 minutes. Turn chicken pieces and fry for another 10 to 15 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).

 





 
 Dotdash Meredith Food Studios




 Transfer fried chicken to a cooling rack set over a paper towel-lined baking sheet. Let sit for 10 minutes before serving.

 





 
 Dotdash Meredith Food Studios




 Enjoy!

 





 
 Dotdash Meredith Food Studios



","
By
 John Mitzewich
 






 

John Mitzewich




 


 

 
John Mitzewich — aka Chef John — has produced more than 1,500 cooking videos for Allrecipes. He's the actor, director, and screenwriter whose hands and voice confidently walk you through techniques.



Allrecipes' editorial guidelines


","
Nutrition Facts (per serving)



1262
Calories


85g 
Fat


56g 
Carbs


66g 
Protein



"
Broccoli Chicken Casserole,4.2,(995),"A deliciously creamy chicken, broccoli, and stuffing casserole with shredded chicken and tender broccoli in a cheesy mushroom sauce. Use your favorite stuffing mix to sprinkle over top for a crunchy, flavorful topping. Use leftover chicken or turkey to speed up prep time even more.","

Prep Time:
10 mins


Cook Time:
40 mins


Total Time:
50 mins


Servings:
4 


Yield:
1 (9x13-inch) casserole

","

4 (5 ounce) skinless, boneless chicken breast halves


1 (10.5 ounce) can condensed cream of mushroom soup (such as Campbell’s) 


1 tablespoon mayonnaise


1 pound broccoli florets, cooked


1 cup shredded Cheddar cheese


1 cup dry stuffing mix

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Preheat the oven to 350 degrees F (175 degrees C).




 Place chicken breasts in a large pot and add enough water to completely cover the chicken in liquid; bring to a gentle simmer. Cover tightly with a lid and cook until chicken is no longer pink in the center, about 15 minutes.




 Remove chicken from the pot and cut into bite-sized pieces when cool enough to handle.

 





 
 Dotdash Meredith Food Studios




 Mix together condensed soup and mayonnaise in a bowl.




 Layer chicken in a 9x13-inch baking dish. Layer cooked broccoli over top, then soup mixture, and finally Cheddar cheese.

 





 
 Dotdash Meredith Food Studios




 Sprinkle dry stuffing mix over top.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven until bubbly and cheese has melted, 25 to 30 minutes.

 





 
 Dotdash Meredith Food Studios




 Serve hot and enjoy!

 





 
 DOTDASH MEREDITH FOOD STUDIOS 



","
Submitted by
Tracy
","
Nutrition Facts (per serving)



427
Calories


19g 
Fat


23g 
Carbs


40g 
Protein



"
Yummy Honey Chicken Kabobs,4.8,"(3,038)","These chicken kabobs are marinated in a sweet and savory soy sauce and honey mixture that doubles as a basting sauce as the kabobs cook on the grill, adding delicious flavor to every bite of juicy chicken. ","

Prep Time:
15 mins


Cook Time:
15 mins


Additional Time:
 2 hrs


Total Time:
 2 hrs 30 mins


Servings:
12 

","

⅓ cup honey


⅓ cup soy sauce


¼ cup vegetable oil


¼ teaspoon ground black pepper

","

 To make the marinade: Whisk honey, soy sauce, oil, and black pepper together in a large glass bowl.

 





 
 Dotdash Meredith Food Studios




 Remove 1/4 cup of the marinade to a small jar; seal and set aside to use while cooking.




 Add chicken, onions, bell peppers, and garlic to the marinade in the large bowl. Cover and marinate in the refrigerator for 2 hours or overnight.

 





 
 Dotdash Meredith Food Studios




 When ready to cook, preheat an outdoor grill for high heat and lightly oil the grate.




 Drain marinade from chicken and vegetables; discard marinade. Thread chicken and vegetables alternately onto skewers.

 





 
 Dotdash Meredith Food Studios




 Place kabobs on the preheated grill. Cook, turning frequently and brushing with reserved marinade, until nicely browned on all sides and chicken is no longer pink in the center, about 12 to 15 minutes.

 





 
 Dotdash Meredith Food Studios




 Serve hot and enjoy!

 





 
 DOTDASH MEREDITH FOOD STUDIOS 



","
Submitted by
Ann Marie
","
Nutrition Facts (per serving)



179
Calories


7g 
Fat


12g 
Carbs


17g 
Protein



"
Best Chicken Marinade,4.7,(937),"This chicken marinade adds great flavor and a beautiful caramel color to tender, juicy grilled chicken. This easy recipe is a must-try! For best results, don't marinate the chicken for more than 4 hours, or the lemon juice will affect the texture.","

Prep Time:
5 mins


Cook Time:
20 mins


Additional Time:
 1 hr


Total Time:
 1 hr 25 mins


Servings:
4 

","

⅔ cup olive oil


⅔ cup reduced-sodium soy sauce


¼ cup lemon juice


2 tablespoons liquid smoke flavoring


2 tablespoons spicy brown mustard


2 teaspoons ground black pepper


2 teaspoons garlic powder


4  skinless, boneless chicken breast halves

","

 Gather the ingredients.

 





 
 ALLRECIPES / NELLY CUANALO




 Mix olive oil, soy sauce, lemon juice, liquid smoke, mustard, pepper, and garlic powder together in a large glass or ceramic bowl.

 





 
 ALLRECIPES / NELLY CUANALO




 Place chicken in the bowl and turn to coat with marinade. Cover and marinate in the refrigerator for 1 to 4 hours. For best results, do not marinate longer than 4 hours.

 





 
 ALLRECIPES / NELLY CUANALO




 Preheat an outdoor grill for high heat and lightly oil the grate.

 





 
 ALLRECIPES / NELLY CUANALO




 Remove chicken from the marinade and shake off excess. Discard the remaining marinade.

 





 
 ALLRECIPES / NELLY CUANALO




 Cook chicken on the preheated grill until no longer pink in the center and the juices run clear, 6 to 8 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).

 





 
 ALLRECIPES / NELLY CUANALO




 Serve and enjoy!

 





 
 ALLRECIPES / NELLY CUANALO



","
Submitted by
TaraNicole
","
Nutrition Facts (per serving)



549
Calories


46g 
Fat


7g 
Carbs


28g 
Protein



"
Chef John's Chicken Kiev,4.8,(261),"This chicken Kiev with homemade garlic and parsley butter might take a bit more time but the delicious results are well worth the effort. You'll enjoy one of the greatest chicken experiences of your life, as well as one of the greatest garlic butter experiences of your life.","

Prep Time:
30 mins


Cook Time:
20 mins


Additional Time:
 1 hr


Total Time:
 1 hr 50 mins


Servings:
4 

","

2 cloves garlic, minced


1 pinch salt


2 tablespoons chopped fresh flat-leaf parsley


6 tablespoons unsalted butter


4 (8 ounce) skinless, boneless chicken breast halves, pounded to 1/4-inch thickness


  salt and pepper to taste


1 cup all-purpose flour


2 teaspoons salt


2 large eggs, beaten


2 cups panko bread crumbs


1 pinch cayenne pepper


2 cups vegetable oil for frying, or as needed

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Grind garlic and pinch of salt together in a mortar and pestle until smooth; add parsley and mix well. Pound butter into garlic mixture with the pestle until well combined. Wrap butter mixture in plastic wrap; refrigerate until cold, at least 15 minutes.

 





 
 Dotdash Meredith Food Studios




 Season chicken breasts with salt and pepper. Place 1/4 of the butter mixture in the center of the wider end of each chicken breast.

 





 
 Dotdash Meredith Food Studios




 Fold the narrower end of each chicken breast up over the butter to form a tight pocket around the butter; gather the sides of each chicken breast to the center to form a round ball. The top of each chicken ball will be smooth and the bottom will be gathered. Tightly wrap each chicken ball in plastic wrap; transfer to a plate and chill in the freezer until the gathered bottoms hold together and are slightly firm, about 30 minutes.

 





 
 Dotdash Meredith Food Studios




 Whisk flour and 2 teaspoons salt together in a shallow bowl. Whisk eggs together in another shallow bowl. Pour panko bread crumbs into a third bowl.

 





 
 Dotdash Meredith Food Studios




 Remove chicken breast balls from plastic wrap. Gently press them into the flour mixture to coat; shake off any excess flour. Dip into beaten eggs, then press into bread crumbs. Place breaded chicken on a plate; cover with plastic wrap, and return to the freezer to chill until firm, about 15 minutes.

 





 
 Dotdash Meredith Food Studios




 Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil. Working in batches, place chicken, gathered-side down, in the hot oil and cook until lightly golden, about 1 minute per side. Transfer chicken to the prepared baking sheet; sprinkle salt and cayenne pepper over the top.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven until you can hear the butter start to sizzle on the baking sheet, 15 to 17 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).

 





 
 Dotdash Meredith Food Studios




 Let rest for a few minutes before serving.

 





 
 Dotdash Meredith Food Studios



","
By
 John Mitzewich
 






 

John Mitzewich




 


 

 
John Mitzewich — aka Chef John — has produced more than 1,500 cooking videos for Allrecipes. He's the actor, director, and screenwriter whose hands and voice confidently walk you through techniques.



Allrecipes' editorial guidelines


","
Nutrition Facts (per serving)



790
Calories


38g 
Fat


62g 
Carbs


60g 
Protein



"
